,RESOLUCAO,EMPRESA,AUTORIZACAO,MARCA,PROCESSO,REGISTRO,VENDA E EMPREGO,VENCIMENTO,APRESENTACAO,VALIDADE PRODUTO,CATEGORIA,ASSUNTO PETICAO,EXPEDIENTE E PETICAO,VERSAO
671,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", FLORA PRODUTOS DE HIGIENE E LIMPEZA S.A, 3.03548-9, MAT INSET MULTI INSETICIDA AEROSSOL, 25351.689195/2015-60, 3.3548.0192.001-3, PRODUTO DE VENDA LIVRE, 01/2026, LATA AEROSSOL, 24 Meses, 3206017 INSETICIDA DE VENDA LIVRE, 335 REG. SANEANTES - Cancelamento de Registro de Produto a Pedido, 3981321/20-1,
672,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", FLORA PRODUTOS DE HIGIENE E LIMPEZA S.A, 3.03548-9, ÁLCOOL EM GEL MINUANO, 25351.823321/2020-88, 3.3548.0203.001-1, PRODUTO DE VENDA LIVRE, 12/2030, FRASCO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA, 24 Meses, 3205061 DESINFETANTE PARA USO GERAL, 30020 REG. SANEANTES - Registro de produtos saneantes,,
673,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", FUZETTO INDÚSTRIA E COMÉRCIO DE PASTA MECÂNICA LTDA - EPP, 3.03122-6, DESINFETANTE PINHO FUZETTO, 25351.796448/2020-17, 3.3122.0008.001-5, PRODUTO DE VENDA LIVRE, 12/2030, CAMPESTRE + FRASCO DE PLASTICO TRANSPARENTE + CAIXA DE PAPELAO, 24 Meses, 3205061 DESINFETANTE PARA USO GERAL, 30020 REG. SANEANTES - Registro de produtos saneantes,,
674,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", FUZETTO INDÚSTRIA E COMÉRCIO DE PASTA MECÂNICA LTDA - EPP, 3.03122-6, DESINFETANTE PINHO FUZETTO, 25351.796448/2020-17, 3.3122.0008.002-3, PRODUTO DE VENDA LIVRE, 12/2030, CAMPESTRE + GALAO PLASTICO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA, 24 Meses, 3205061 DESINFETANTE PARA USO GERAL, 30020 REG. SANEANTES - Registro de produtos saneantes,,
675,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", FUZETTO INDÚSTRIA E COMÉRCIO DE PASTA MECÂNICA LTDA - EPP, 3.03122-6, DESINFETANTE PINHO FUZETTO, 25351.796448/2020-17, 3.3122.0008.003-1, PRODUTO DE VENDA LIVRE, 12/2030, EUCALIPTO + FRASCO DE PLASTICO TRANSPARENTE + CAIXA DE PAPELAO, 24 Meses, 3205061 DESINFETANTE PARA USO GERAL, 30020 REG. SANEANTES - Registro de produtos saneantes,,
676,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", FUZETTO INDÚSTRIA E COMÉRCIO DE PASTA MECÂNICA LTDA - EPP, 3.03122-6, DESINFETANTE PINHO FUZETTO, 25351.796448/2020-17, 3.3122.0008.004-1, PRODUTO DE VENDA LIVRE, 12/2030, EUCALIPTO + GALAO PLASTICO + CAIXA DE PAPELAO, 24 Meses, 3205061 DESINFETANTE PARA USO GERAL, 30020 REG. SANEANTES - Registro de produtos saneantes,,
677,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", FUZETTO INDÚSTRIA E COMÉRCIO DE PASTA MECÂNICA LTDA - EPP, 3.03122-6, DESINFETANTE PINHO FUZETTO, 25351.796448/2020-17, 3.3122.0008.005-8, PRODUTO DE VENDA LIVRE, 12/2030, FLORAL + FRASCO DE PLASTICO TRANSPARENTE + CAIXA DE PAPELAO, 24 Meses, 3205061 DESINFETANTE PARA USO GERAL, 30020 REG. SANEANTES - Registro de produtos saneantes,,
678,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", FUZETTO INDÚSTRIA E COMÉRCIO DE PASTA MECÂNICA LTDA - EPP, 3.03122-6, DESINFETANTE PINHO FUZETTO, 25351.796448/2020-17, 3.3122.0008.006-6, PRODUTO DE VENDA LIVRE, 12/2030, FLORAL + GALAO PLASTICO + CAIXA DE PAPELAO, 24 Meses, 3205061 DESINFETANTE PARA USO GERAL, 30020 REG. SANEANTES - Registro de produtos saneantes,,
679,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", FUZETTO INDÚSTRIA E COMÉRCIO DE PASTA MECÂNICA LTDA - EPP, 3.03122-6, DESINFETANTE PINHO FUZETTO, 25351.796448/2020-17, 3.3122.0008.007-4, PRODUTO DE VENDA LIVRE, 12/2030, LAVANDA + FRASCO DE PLASTICO TRANSPARENTE + CAIXA DE PAPELAO, 24 Meses, 3205061 DESINFETANTE PARA USO GERAL, 30020 REG. SANEANTES - Registro de produtos saneantes,,
680,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", FUZETTO INDÚSTRIA E COMÉRCIO DE PASTA MECÂNICA LTDA - EPP, 3.03122-6, DESINFETANTE PINHO FUZETTO, 25351.796448/2020-17, 3.3122.0008.008-2, PRODUTO DE VENDA LIVRE, 12/2030, LAVANDA + GALAO PLASTICO + CAIXA DE PAPELAO, 24 Meses, 3205061 DESINFETANTE PARA USO GERAL, 30020 REG. SANEANTES - Registro de produtos saneantes,,
681,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", FUZETTO INDÚSTRIA E COMÉRCIO DE PASTA MECÂNICA LTDA - EPP, 3.03122-6, DESINFETANTE PINHO FUZETTO, 25351.796448/2020-17, 3.3122.0008.009-0, PRODUTO DE VENDA LIVRE, 12/2030, PINHO + FRASCO DE PLASTICO TRANSPARENTE + CAIXA DE PAPELAO, 24 Meses, 3205061 DESINFETANTE PARA USO GERAL, 30020 REG. SANEANTES - Registro de produtos saneantes,,
682,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", FUZETTO INDÚSTRIA E COMÉRCIO DE PASTA MECÂNICA LTDA - EPP, 3.03122-6, DESINFETANTE PINHO FUZETTO, 25351.796448/2020-17, 3.3122.0008.010-4, PRODUTO DE VENDA LIVRE, 12/2030, PINHO + GALAO PLASTICO + CAIXA DE PAPELAO, 24 Meses, 3205061 DESINFETANTE PARA USO GERAL, 30020 REG. SANEANTES - Registro de produtos saneantes,,
683,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", GILMAR PELAES NUNES, 3.08322-9, VITA CLORO, 25351.355033/2019-53, 3.8322.0002.001-9, PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA, 10/2024, FRASCO DE PLASTICO OPACO, 6 Meses, 3222030 DESINCRUSTANTE ALCALINO, 337 Cancelamento de Registro, 3879542/20-6,
684,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", GREEN PROCESS PRODUTOS QUÍMICOS LTDA, 3.02575-5, SANI8 - GREEN PROCESS, 25351.823449/2020-41, 3.2575.0076.001-5, PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA, 12/2030, BOMBONA PLASTICA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA, 6 Meses, 3205053 DESINFETANTE PARA INDÚSTRIA ALIMENTÍCIA E AFINS, 30020 REG. SANEANTES - Registro de produtos saneantes,,
685,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", ITAQUIMICA COMERCIO E INDUSTRIA EIRELI ME, 3.04981-0, ITA POWER, 25351.763302/2020-95, 3.4981.0009.001-2, PRODUTO DE VENDA LIVRE, 12/2030, FRASCO DE PLASTICO OPACO + CAIXA DE PAPELAO, 12 Meses, 3205061 DESINFETANTE PARA USO GERAL, 3882 Registro de Produto de Risco 2 - Desinfetante para Uso Geral,,
686,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", ITAQUIMICA COMERCIO E INDUSTRIA EIRELI ME, 3.04981-0, ITA POWER, 25351.763302/2020-95, 3.4981.0009.002-0, PRODUTO DE VENDA LIVRE, 12/2030, FRASCO + CAIXA DE PAPELAO, 12 Meses, 3205061 DESINFETANTE PARA USO GERAL, 3882 Registro de Produto de Risco 2 - Desinfetante para Uso Geral,,
687,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", KLARINHA PRODUTOS DOMISSANITÁRIOS LTDA, 3.09500-0, ÁGUA SANITÁRIA KLARINHA, 25351.773709/2020-21, 3.9500.0001.001-4, PRODUTO DE VENDA LIVRE, 12/2030, FRASCO DE PLASTICO OPACO + CAIXA DE PAPELAO, 6 Meses, 3103033 ÁGUA SANITÁRIA, 30020 REG. SANEANTES - Registro de produtos saneantes,,
688,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", LIMA &amp; PERGHER INDÚSTRIA E COMÉRCIO S/A, 3.01282-6, START GRILL, 25351.120874/2007-16, 3.1282.0298.001-7, PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA, 06/2022, FRASCO DE PLASTICO OPACO, 36 Meses, 3222030 DESINCRUSTANTE ALCALINO, 389 REG. SANEANTES - Alteração de Rotulagem de Produto, 2671337/20-5,
689,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", LIMA &amp; PERGHER INDÚSTRIA E COMÉRCIO S/A, 3.01282-6, START GRILL, 25351.120874/2007-16, 3.1282.0298.002-5, PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA, 06/2022, BOMBONA PLASTICA, 36 Meses, 3222030 DESINCRUSTANTE ALCALINO, 389 REG. SANEANTES - Alteração de Rotulagem de Produto, 2671337/20-5,
690,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", L&amp;L DO BRASIL IMPORTAÇÃO EXPORTAÇÃO COMÉRCIO LTDA., 3.04830-8, FUMIPROTECT, 25351.069780/2016-42, 3.4830.0001.001-9,, 04/2027, LATA, 2 Ano(s), 3205053 DESINFETANTE PARA INDÚSTRIA ALIMENTÍCIA E AFINS, 3782 REG. SANEANTES - Retificação de Publicação de Registro, 3929054/20-9, FUMIPROTECT 50G
691,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", L&amp;L DO BRASIL IMPORTAÇÃO EXPORTAÇÃO COMÉRCIO LTDA., 3.04830-8, FUMIPROTECT, 25351.069780/2016-42, 3.4830.0001.002-7,, 04/2027, LATA, 2 Ano(s), 3205053 DESINFETANTE PARA INDÚSTRIA ALIMENTÍCIA E AFINS, 3782 REG. SANEANTES - Retificação de Publicação de Registro, 3929054/20-9, FUMIPROTECT 80G
692,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", L&amp;L DO BRASIL IMPORTAÇÃO EXPORTAÇÃO COMÉRCIO LTDA., 3.04830-8, FUMIPROTECT, 25351.069780/2016-42, 3.4830.0001.003-5,, 04/2027, LATA, 2 Ano(s), 3205053 DESINFETANTE PARA INDÚSTRIA ALIMENTÍCIA E AFINS, 3782 REG. SANEANTES - Retificação de Publicação de Registro, 3929054/20-9, FUMIPROTECT 400G
693,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", L&amp;L DO BRASIL IMPORTAÇÃO EXPORTAÇÃO COMÉRCIO LTDA., 3.04830-8, FUMIPROTECT, 25351.069780/2016-42, 3.4830.0001.004-3,, 04/2027, LATA, 2 Ano(s), 3205053 DESINFETANTE PARA INDÚSTRIA ALIMENTÍCIA E AFINS, 3782 REG. SANEANTES - Retificação de Publicação de Registro, 3929054/20-9, FUMIPROTECT 800G
694,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", L&amp;L DO BRASIL IMPORTAÇÃO EXPORTAÇÃO COMÉRCIO LTDA., 3.04830-8, ULTRAD HA, 25351.069786/2016-13, 3.4830.0002.001-4,, 04/2027, LATA, 2 Ano(s), 3205053 DESINFETANTE PARA INDÚSTRIA ALIMENTÍCIA E AFINS, 3782 REG. SANEANTES - Retificação de Publicação de Registro, 3928542/20-1, ULTRAD HA 16G
695,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", L&amp;L DO BRASIL IMPORTAÇÃO EXPORTAÇÃO COMÉRCIO LTDA., 3.04830-8, ULTRAD HA, 25351.069786/2016-13, 3.4830.0002.002-2,, 04/2027, LATA, 2 Ano(s), 3205053 DESINFETANTE PARA INDÚSTRIA ALIMENTÍCIA E AFINS, 3782 REG. SANEANTES - Retificação de Publicação de Registro, 3928542/20-1, ULTRAD HA 40G
696,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", L&amp;L DO BRASIL IMPORTAÇÃO EXPORTAÇÃO COMÉRCIO LTDA., 3.04830-8, ULTRAD HA, 25351.069786/2016-13, 3.4830.0002.003-0,, 04/2027, LATA, 2 Ano(s), 3205053 DESINFETANTE PARA INDÚSTRIA ALIMENTÍCIA E AFINS, 3782 REG. SANEANTES - Retificação de Publicação de Registro, 3928542/20-1, ULTRAD HA 80G
697,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", L&amp;L DO BRASIL IMPORTAÇÃO EXPORTAÇÃO COMÉRCIO LTDA., 3.04830-8, ULTRAD HA, 25351.069786/2016-13, 3.4830.0002.004-9,, 04/2027, LATA, 2 Ano(s), 3205053 DESINFETANTE PARA INDÚSTRIA ALIMENTÍCIA E AFINS, 3782 REG. SANEANTES - Retificação de Publicação de Registro, 3928542/20-1, ULTRAD HA 200G
698,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", L&amp;L DO BRASIL IMPORTAÇÃO EXPORTAÇÃO COMÉRCIO LTDA., 3.04830-8, ULTRAD HA, 25351.069786/2016-13, 3.4830.0002.005-7,, 04/2027, LATA, 2 Ano(s), 3205053 DESINFETANTE PARA INDÚSTRIA ALIMENTÍCIA E AFINS, 3782 REG. SANEANTES - Retificação de Publicação de Registro, 3928542/20-1, ULTRAD HA 400G
699,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", L&amp;L DO BRASIL IMPORTAÇÃO EXPORTAÇÃO COMÉRCIO LTDA., 3.04830-8, ULTRAD HA, 25351.069786/2016-13, 3.4830.0002.006-5,, 04/2027, LATA, 2 Ano(s), 3205053 DESINFETANTE PARA INDÚSTRIA ALIMENTÍCIA E AFINS, 3782 REG. SANEANTES - Retificação de Publicação de Registro, 3928542/20-1, ULTRAD HA 1000G
700,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", L&amp;L DO BRASIL IMPORTAÇÃO EXPORTAÇÃO COMÉRCIO LTDA., 3.04830-8, FUMAGRI HA, 25351.069847/2016-73, 3.4830.0003.001-1,, 04/2027, LATA, 2 Ano(s), 3205053 DESINFETANTE PARA INDÚSTRIA ALIMENTÍCIA E AFINS, 3782 REG. SANEANTES - Retificação de Publicação de Registro, 3928950/20-8, FUMAGRI HA 16G
701,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", L&amp;L DO BRASIL IMPORTAÇÃO EXPORTAÇÃO COMÉRCIO LTDA., 3.04830-8, FUMAGRI HA, 25351.069847/2016-73, 3.4830.0003.002-8,, 04/2027, LATA, 2 Ano(s), 3205053 DESINFETANTE PARA INDÚSTRIA ALIMENTÍCIA E AFINS, 3782 REG. SANEANTES - Retificação de Publicação de Registro, 3928950/20-8, FUMAGRI HA 40G
702,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", L&amp;L DO BRASIL IMPORTAÇÃO EXPORTAÇÃO COMÉRCIO LTDA., 3.04830-8, FUMAGRI HA, 25351.069847/2016-73, 3.4830.0003.003-6,, 04/2027, LATA, 2 Ano(s), 3205053 DESINFETANTE PARA INDÚSTRIA ALIMENTÍCIA E AFINS, 3782 REG. SANEANTES - Retificação de Publicação de Registro, 3928950/20-8, FUMAGRI HA 80G
703,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", L&amp;L DO BRASIL IMPORTAÇÃO EXPORTAÇÃO COMÉRCIO LTDA., 3.04830-8, FUMAGRI HA, 25351.069847/2016-73, 3.4830.0003.004-4,, 04/2027, LATA, 2 Ano(s), 3205053 DESINFETANTE PARA INDÚSTRIA ALIMENTÍCIA E AFINS, 3782 REG. SANEANTES - Retificação de Publicação de Registro, 3928950/20-8, FUMAGRI HA 200G
704,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", L&amp;L DO BRASIL IMPORTAÇÃO EXPORTAÇÃO COMÉRCIO LTDA., 3.04830-8, FUMAGRI HA, 25351.069847/2016-73, 3.4830.0003.005-2,, 04/2027, LATA, 2 Ano(s), 3205053 DESINFETANTE PARA INDÚSTRIA ALIMENTÍCIA E AFINS, 3782 REG. SANEANTES - Retificação de Publicação de Registro, 3928950/20-8, FUMAGRI HA 400G
705,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", L&amp;L DO BRASIL IMPORTAÇÃO EXPORTAÇÃO COMÉRCIO LTDA., 3.04830-8, FUMAGRI HA, 25351.069847/2016-73, 3.4830.0003.006-0,, 04/2027, LATA, 2 Ano(s), 3205053 DESINFETANTE PARA INDÚSTRIA ALIMENTÍCIA E AFINS, 3782 REG. SANEANTES - Retificação de Publicação de Registro, 3928950/20-8, FUMAGRI HA 1000G
706,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", L&amp;L DO BRASIL IMPORTAÇÃO EXPORTAÇÃO COMÉRCIO LTDA., 3.04830-8, FUMAGRI HA, 25351.069847/2016-73, 3.4830.0003.007-9,, 04/2027, LATA, 2 Ano(s), 3205053 DESINFETANTE PARA INDÚSTRIA ALIMENTÍCIA E AFINS, 3782 REG. SANEANTES - Retificação de Publicação de Registro, 3928950/20-8, FUMAGRI HA SILO 16G
707,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", MARIA HELENA COSSIA DE OLIVEIRA ME, 3.02436-5, DESINFETANTE FRANCQUIMICA, 25351.823359/2020-51, 3.2436.0004.001-4, PRODUTO DE VENDA LIVRE, 12/2030, ALGAS MARINHAS + FRASCO DE PLASTICO TRANSPARENTE + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA, 24 Meses, 3205061 DESINFETANTE PARA USO GERAL, 30020 REG. SANEANTES - Registro de produtos saneantes,,
708,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", MARIA HELENA COSSIA DE OLIVEIRA ME, 3.02436-5, DESINFETANTE FRANCQUIMICA, 25351.823359/2020-51, 3.2436.0004.002-2, PRODUTO DE VENDA LIVRE, 12/2030, ALGAS MARINHAS + BOMBONA PLASTICA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA, 24 Meses, 3205061 DESINFETANTE PARA USO GERAL, 30020 REG. SANEANTES - Registro de produtos saneantes,,
709,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", MARIA HELENA COSSIA DE OLIVEIRA ME, 3.02436-5, DESINFETANTE FRANCQUIMICA, 25351.823359/2020-51, 3.2436.0004.003-0, PRODUTO DE VENDA LIVRE, 12/2030, BEBELE + FRASCO DE PLASTICO TRANSPARENTE + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA, 24 Meses, 3205061 DESINFETANTE PARA USO GERAL, 30020 REG. SANEANTES - Registro de produtos saneantes,,
710,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", MARIA HELENA COSSIA DE OLIVEIRA ME, 3.02436-5, DESINFETANTE FRANCQUIMICA, 25351.823359/2020-51, 3.2436.0004.004-9, PRODUTO DE VENDA LIVRE, 12/2030, BEBELE + BOMBONA PLASTICA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA, 24 Meses, 3205061 DESINFETANTE PARA USO GERAL, 30020 REG. SANEANTES - Registro de produtos saneantes,,
711,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", MARIA HELENA COSSIA DE OLIVEIRA ME, 3.02436-5, DESINFETANTE FRANCQUIMICA, 25351.823359/2020-51, 3.2436.0004.005-7, PRODUTO DE VENDA LIVRE, 12/2030, CASA LIMPA + FRASCO DE PLASTICO TRANSPARENTE + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA, 24 Meses, 3205061 DESINFETANTE PARA USO GERAL, 30020 REG. SANEANTES - Registro de produtos saneantes,,
712,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", MARIA HELENA COSSIA DE OLIVEIRA ME, 3.02436-5, DESINFETANTE FRANCQUIMICA, 25351.823359/2020-51, 3.2436.0004.006-5, PRODUTO DE VENDA LIVRE, 12/2030, CASA LIMPA + BOMBONA PLASTICA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA, 24 Meses, 3205061 DESINFETANTE PARA USO GERAL, 30020 REG. SANEANTES - Registro de produtos saneantes,,
713,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", MARIA HELENA COSSIA DE OLIVEIRA ME, 3.02436-5, DESINFETANTE FRANCQUIMICA, 25351.823359/2020-51, 3.2436.0004.007-3, PRODUTO DE VENDA LIVRE, 12/2030, DAMA DA NOITE + FRASCO DE PLASTICO TRANSPARENTE + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA, 24 Meses, 3205061 DESINFETANTE PARA USO GERAL, 30020 REG. SANEANTES - Registro de produtos saneantes,,
714,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", MARIA HELENA COSSIA DE OLIVEIRA ME, 3.02436-5, DESINFETANTE FRANCQUIMICA, 25351.823359/2020-51, 3.2436.0004.008-1, PRODUTO DE VENDA LIVRE, 12/2030, DAMA DA NOITE + BOMBONA PLASTICA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA, 24 Meses, 3205061 DESINFETANTE PARA USO GERAL, 30020 REG. SANEANTES - Registro de produtos saneantes,,
715,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", MARIA HELENA COSSIA DE OLIVEIRA ME, 3.02436-5, DESINFETANTE FRANCQUIMICA, 25351.823359/2020-51, 3.2436.0004.009-1, PRODUTO DE VENDA LIVRE, 12/2030, DRAKAR + FRASCO DE PLASTICO TRANSPARENTE + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA, 24 Meses, 3205061 DESINFETANTE PARA USO GERAL, 30020 REG. SANEANTES - Registro de produtos saneantes,,
716,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", MARIA HELENA COSSIA DE OLIVEIRA ME, 3.02436-5, DESINFETANTE FRANCQUIMICA, 25351.823359/2020-51, 3.2436.0004.010-3, PRODUTO DE VENDA LIVRE, 12/2030, DRAKAR + BOMBONA PLASTICA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA, 24 Meses, 3205061 DESINFETANTE PARA USO GERAL, 30020 REG. SANEANTES - Registro de produtos saneantes,,
717,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", MARIA HELENA COSSIA DE OLIVEIRA ME, 3.02436-5, DESINFETANTE FRANCQUIMICA, 25351.823359/2020-51, 3.2436.0004.011-1, PRODUTO DE VENDA LIVRE, 12/2030, EUCALIPTO + FRASCO DE PLASTICO TRANSPARENTE + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA, 24 Meses, 3205061 DESINFETANTE PARA USO GERAL, 30020 REG. SANEANTES - Registro de produtos saneantes,,
718,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", MARIA HELENA COSSIA DE OLIVEIRA ME, 3.02436-5, DESINFETANTE FRANCQUIMICA, 25351.823359/2020-51, 3.2436.0004.012-1, PRODUTO DE VENDA LIVRE, 12/2030, EUCALIPTO + BOMBONA PLASTICA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA, 24 Meses, 3205061 DESINFETANTE PARA USO GERAL, 30020 REG. SANEANTES - Registro de produtos saneantes,,
719,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", MARIA HELENA COSSIA DE OLIVEIRA ME, 3.02436-5, DESINFETANTE FRANCQUIMICA, 25351.823359/2020-51, 3.2436.0004.013-8, PRODUTO DE VENDA LIVRE, 12/2030, FENO SILVESTRE + FRASCO DE PLASTICO TRANSPARENTE + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA, 24 Meses, 3205061 DESINFETANTE PARA USO GERAL, 30020 REG. SANEANTES - Registro de produtos saneantes,,
720,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", MARIA HELENA COSSIA DE OLIVEIRA ME, 3.02436-5, DESINFETANTE FRANCQUIMICA, 25351.823359/2020-51, 3.2436.0004.014-6, PRODUTO DE VENDA LIVRE, 12/2030, FENO SILVESTRE + BOMBONA PLASTICA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA, 24 Meses, 3205061 DESINFETANTE PARA USO GERAL, 30020 REG. SANEANTES - Registro de produtos saneantes,,
721,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", MARIA HELENA COSSIA DE OLIVEIRA ME, 3.02436-5, DESINFETANTE FRANCQUIMICA, 25351.823359/2020-51, 3.2436.0004.015-4, PRODUTO DE VENDA LIVRE, 12/2030, FLORAL + FRASCO DE PLASTICO TRANSPARENTE + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA, 24 Meses, 3205061 DESINFETANTE PARA USO GERAL, 30020 REG. SANEANTES - Registro de produtos saneantes,,
722,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", MARIA HELENA COSSIA DE OLIVEIRA ME, 3.02436-5, DESINFETANTE FRANCQUIMICA, 25351.823359/2020-51, 3.2436.0004.016-2, PRODUTO DE VENDA LIVRE, 12/2030, FLORAL + BOMBONA PLASTICA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA, 24 Meses, 3205061 DESINFETANTE PARA USO GERAL, 30020 REG. SANEANTES - Registro de produtos saneantes,,
723,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", MARIA HELENA COSSIA DE OLIVEIRA ME, 3.02436-5, DESINFETANTE FRANCQUIMICA, 25351.823359/2020-51, 3.2436.0004.017-0, PRODUTO DE VENDA LIVRE, 12/2030, FLORES DO CAMPO + FRASCO DE PLASTICO TRANSPARENTE + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA, 24 Meses, 3205061 DESINFETANTE PARA USO GERAL, 30020 REG. SANEANTES - Registro de produtos saneantes,,
724,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", MARIA HELENA COSSIA DE OLIVEIRA ME, 3.02436-5, DESINFETANTE FRANCQUIMICA, 25351.823359/2020-51, 3.2436.0004.018-9, PRODUTO DE VENDA LIVRE, 12/2030, FLORES DO CAMPO + BOMBONA PLASTICA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA, 24 Meses, 3205061 DESINFETANTE PARA USO GERAL, 30020 REG. SANEANTES - Registro de produtos saneantes,,
